sentence,sentiment,topic
Thầy/cô giảng dạy rất sáng tạo và đưa ra nhiều ví dụ thực tế giúp các bạn sinh viên học tập hiệu quả hơn.,positive,lecturer
Cô ấy luôn tỏ ra khinh miệt những người khác.,negative,others
Tạo môi trường học tập hỗ trợ và đầy khuyến khích.,positive,curriculum
"Anh ấy là một người thợ săn tài năng, có khả năng phát hiện và phát triển tiềm năng của mỗi người.",positive,others
"Trường có sân trượt patin và sân trượt tuyết nghệ thuật, giúp các sinh viên có không gian để thư giãn và giảm căng thẳng trong quá trình học tập.",positive,facility
Họ rất thân thiện và giúp đỡ những người mới chuyển tới.,neutral,others
Học viện đồng thuận nghiêm ngặt,neutral,facility
"Thầy thúc đẩy những giá trị cao nhất trong học tập và đời sống như đạo đức, chính trực, trách nhiệm...",positive,lecturer
Tôi rất thích cách dạy của thầy này.,positive,lecturer
The facilities at the university are on par with other institutions.,neutral,facility
"Các phòng học được cải tiến để phù hợp với các hoạt động học tập khác nhau, máy chiếu cùng đồng bộ, ghế và bảng nhắc viết được thiết kế đặc biệt.",positive,facility
Thầy giúp đỡ sinh viên kết bạn và mở rộng mối quan hệ trong cộng đồng học tập.,neutral,lecturer
Những bãi đỗ xe của trường tiện lợi và an toàn.,positive,facility
Có những sinh viên có kỹ năng giải quyết vấn đề tốt và đưa ra các phương án xử lý cho các tình huống khó khăn.,neutral,others
Giảng viên thiếu sự chỉ đạo nghiêm túc trong lớp học,negative,lecturer
Sinh viên được cung cấp các khóa học và đào tạo bổ trợ để nâng cao kiến thức và kỹ năng của mình.,positive,curriculum
The curriculum encourages creativity and innovation in students.,neutral,curriculum
Nhiều bạn có khả năng giao tiếp tốt và thường đóng vai trò là người giải quyết tranh chấp trong nhóm.,neutral,others
Dạy quá đơn điệu và không có thú vị gì để học.,negative,curriculum
Giáo trình thiếu sự liên kết giữa các môn học khác nhau và không thật sự tạo được sự khác biệt.,neutral,curriculum
Chương trình học giúp tôi phát triển kỹ năng đọc hiểu và viết tốt hơn trong công việc.,positive,curriculum
"Có sự chăm sóc đặc biệt cho các sinh viên mang thai, đảm bảo chế độ ăn uống, học tập và sinh hoạt cho các em.",neutral,facility
Tôi rất tự hào khi được học tại đại học này vì đây là một trong những trường đại học hàng đầu tại Việt Nam.,positive,curriculum
Tôi thích việc được học tập trong một môi trường mang tính quốc tế.,positive,curriculum
Giảng dạy không đúng với kiểu học tập của sinh viên.,negative,curriculum
"Tôi rất thú vị khi được học những khóa học đa dạng và phong phú, giúp tôi đáp ứng được nhu cầu học tập và thực tiễn.",positive,curriculum
Thầy đáp ứng được nhu cầu và mong muốn của sinh viên.,neutral,lecturer
Tôi hài lòng với chất lượng giảng dạy và cơ sở vật chất tại đại học này.,positive,curriculum
Chương trình học rất hấp dẫn và đa dạng.,positive,curriculum
Giáo viên sử dụng phương pháp giảng dạy hiệu quả.,neutral,curriculum
Thầy rất cầu tiến và luôn tìm cách để nâng cao chất lượng dạy học.,positive,lecturer
Giáo trình nên hỗ trợ sinh viên phát triển kỹ năng mềm để sẵn sàng cho công việc.,neutral,curriculum
Học phần không được thiết kế phù hợp với mức độ của sinh viên.,negative,curriculum
Bạn học của tôi là một người rất tập trung vào mục tiêu và có sự kiên trì cao.,positive,others
Giảng viên diễn đạt bài giảng rất truyền cảm hứng.,neutral,lecturer
Thầy/cô luôn sẵn sàng hỗ trợ sinh viên khi gặp khó khăn.,positive,lecturer
"Tôi cảm thấy rất ấm áp và thoải mái khi đến trường, như đang đến nhà của mình vậy.",positive,facility
"Trường có hồ bơi, các khu vực tập thể dục chất lượng cao.",neutral,facility
Cô ấy rất giỏi về tiếng Anh và có thể giao tiếp một cách lưu loát.,neutral,others
Tôi không thể đánh giá cao những người bạn của tôi vì họ thường xuyên giả dối.,negative,others
Anh ấy hay đánh giá thấp người khác.,negative,others
Thầy cô năng động và tạo khí thế học tập vui vẻ.,neutral,lecturer
Tài liệu trang bị đầy đủ,neutral,facility
Anh ta thật tuyệt vời trong việc hỗ trợ tất cả mọi người.,positive,others
Em thấy bạn này rất giỏi tiếng Anh.,positive,others
Đồng phòng thường không lắng nghe và không tôn trọng ý kiến của người khác,negative,others
Người kia thường tự ý đưa ra quyết định của cả nhóm,negative,others
Phòng học thiếu không gian để giáo viên và sinh viên di chuyển.,negative,facility
The university provides tutoring services for students.,neutral,facility
Các hoạt động ngoài giảng đường được tổ chức ít và không đa dạng.,neutral,curriculum
Giáo viên của tôi giảng dạy kỹ năng quản lý rủi ro và hành vi đạo đức trong hoạt động kinh doanh.,positive,lecturer
Thầy có kỹ năng tương tác tốt với học viên.,positive,lecturer
Môn học trong chương trình đào tạo mang đến cho tôi nhiều kiến thức mới và bổ ích.,neutral,curriculum
Chương trình đào tạo rất đa dạng và phù hợp với các nhu cầu của sinh viên.,positive,curriculum
"Thầy/cô là người rất thấu hiểu và đáng tin cậy, luôn sẵn sàng giúp đỡ sinh viên trong mọi tình huống.",positive,lecturer
Thầy giúp học sinh phát triển khả năng làm việc nhóm và hợp tác.,positive,lecturer
Trường chưa có kế hoạch để giảm thiểu sự tiêu cực của sinh viên trong việc học tập và giảng dạy.,negative,facility
Sân bóng đá của trường rộng rãi và thích hợp cho sinh viên chơi thể thao.,positive,facility
"Học phần quá khó, không có sự giúp đỡ và hướng dẫn của giảng viên.",negative,curriculum
Giảng đường quá chật chội và không thoải mái.,negative,facility
Cậu ấy có đam mê với những điều mới lạ và thử thách.,neutral,others
Cô ấy luôn chuẩn bị đầy đủ cho các bài giảng.,neutral,others
Cô ấy không chịu tiếp thu và tìm hiểu thêm về những điểm mạnh của người khác.,negative,others
"Hệ thống phòng học được thiết kế rất tiện nghi và an ninh, giúp cho sinh viên có thể học tập và rèn luyện kỹ năng một cách dễ dàng và an toàn.",positive,facility
"Trường có môi trường học tập rất sáng tạo, giúp tôi phát triển tư duy và khả năng giải quyết vấn đề.",positive,facility
Trường đầu tư nhiều vào các thiết bị an toàn môi trường.,neutral,facility
Bạn ấy thường làm việc quá nhẹ nhàng và không hiệu quả,negative,others
"Các giảng viên tại trường tôi có kinh nghiệm rất nhiều trong giảng dạy, tập trung vào việc giúp sinh viên trở nên hiểu biết và kiến thức cao hơn.",positive,lecturer
Giảng viên này sử dụng nhiều kỹ thuật thú vị trong giảng dạy để thu hút sự chú ý của học sinh.,neutral,lecturer
Thầy rất thông minh và có kinh nghiệm dạy rất tốt.,positive,lecturer
Trường có nhiều khu vực sinh hoạt và giải trí cho sinh viên.,neutral,facility
Giảng viên rất nhiệt tình hướng dẫn các bài giảng.,neutral,lecturer
Tất cả mọi người đều rất giỏi trong học tập.,neutral,others
Khuôn viên của trường được bảo quản và chăm sóc rất tốt.,neutral,facility
Thiếu sự phối hợp và khó khăn để sắp xếp lịch học giữa các môn học.,negative,curriculum
Cậu bạn này rất thẳng thắn và chân thành.,neutral,others
Chị ấy là một người rất đặc biệt và đáng yêu.,neutral,others
"Nhà vệ sinh được xây dựng sạch sẽ và đầy đủ trang thiết bị, giúp cho sinh viên thoải mái và tiện lợi hơn trong quá trình học tập.",positive,facility
Anh ta luôn tỏ ra mê tín dị đoan và không khác nào kẻ điên.,negative,others
Trường có nhiều khu vực tập thể dục và giải trí cho sinh viên.,neutral,facility
"Họ có sự ham muốn tìm hiểu và khám phá, và là người sẵn sàng cố gắng học hỏi.",neutral,others
Giảng viên này chỉ chú trọng đến việc thông báo những qui định của trường.,negative,lecturer
"Khuôn viên trường quá đông đúc, tạo ra cảm giác tắc nghẽn.",negative,facility
Cô ấy rất thông minh và có nhiều kiến thức học thuật để chia sẻ với mọi người.,positive,others
"Các ghế ngồi tại phòng học của trường quá khó chịu, không thể ngồi lâu được.",negative,facility
Anh chàng này có khả năng giải quyết vấn đề một cách nhanh chóng và hiệu quả.,positive,others
"Nhà ăn của trường thiếu tiện nghi, đồ ăn hạn chế và chất lượng kém.",negative,facility
Bạn tôi là người rất uyên bác và thể hiện tinh thần đồng đội cao.,positive,others
Giảng viên này hay dùng hình thức quyến rũ sinh viên để đạt được mục đích của mình.,negative,lecturer
